lambda_m ,Eph_J,a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
6.6000000000000000E-07,3.0097617840000000E-19,1.9666485610346400E-02,2.2969210000000000E-02,2.7150230000000000E-02,2.9237990000000000E-02,3.0946080000000000E-02,3.7358610000000000E-02,4.3119090000000000E-02,5.5023300000000000E-02,6.0735230000000000E-02
6.6100000000000000E-07,3.0052084378820000E-19,1.9917143472222200E-02,2.2857250000000000E-02,2.7155695000000000E-02,2.9325665000000000E-02,3.1029575000000000E-02,3.7322085000000000E-02,4.3089840000000000E-02,5.4844385000000000E-02,5.7406575000000000E-02
6.6200000000000000E-07,3.0006688480966800E-19,2.0006449520289600E-02,2.2745290000000000E-02,2.7161160000000000E-02,2.9413340000000000E-02,3.1113070000000000E-02,3.7285560000000000E-02,4.3060590000000000E-02,5.4665470000000000E-02,5.4077920000000000E-02
6.6300000000000000E-07,2.9961429523981900E-19,2.0007780779768200E-02,2.2612505000000000E-02,2.7079410000000000E-02,2.9412975000000000E-02,3.1069050000000000E-02,3.7060925000000000E-02,4.2300135000000000E-02,5.4576915000000000E-02,5.2158660000000000E-02
6.6400000000000000E-07,2.9916306889156600E-19,1.9976184132330800E-02,2.2479720000000000E-02,2.6997660000000000E-02,2.9412610000000000E-02,3.1025030000000000E-02,3.6836290000000000E-02,4.1539680000000000E-02,5.4488360000000000E-02,5.0239400000000000E-02
6.6500000000000000E-07,2.9871319961503800E-19,1.9913176101440600E-02,2.2543100000000000E-02,2.6978360000000000E-02,2.9361390000000000E-02,3.0807655000000000E-02,3.6686535000000000E-02,4.1490325000000000E-02,5.3844980000000000E-02,4.8762630000000000E-02
6.6600000000000000E-07,2.9826468129729700E-19,1.9841984758620700E-02,2.2606480000000000E-02,2.6959060000000000E-02,2.9310170000000000E-02,3.0590280000000000E-02,3.6536780000000000E-02,4.1440970000000000E-02,5.3201600000000000E-02,4.7285860000000000E-02
6.6700000000000000E-07,2.9781750786206900E-19,1.9767085680083800E-02,2.2908935000000000E-02,2.6928655000000000E-02,2.9346265000000000E-02,3.0672500000000000E-02,3.6615310000000000E-02,4.1678610000000000E-02,5.2489545000000000E-02,4.5648845000000000E-02
6.6800000000000000E-07,2.9737167326946100E-19,1.9684285267563500E-02,2.3211390000000000E-02,2.6898250000000000E-02,2.9382360000000000E-02,3.0754720000000000E-02,3.6693840000000000E-02,4.1916250000000000E-02,5.1777490000000000E-02,4.4011830000000000E-02
6.6900000000000000E-07,2.9692717151569500E-19,1.9613257441825800E-02,2.2987470000000000E-02,2.6719450000000000E-02,2.9404415000000000E-02,3.0625385000000000E-02,3.6323835000000000E-02,4.1592695000000000E-02,5.1334715000000000E-02,4.2600610000000000E-02
6.7000000000000000E-07,2.9648399663283600E-19,1.9534878098360700E-02,2.2763550000000000E-02,2.6540650000000000E-02,2.9426470000000000E-02,3.0496050000000000E-02,3.5953830000000000E-02,4.1269140000000000E-02,5.0891940000000000E-02,4.1189390000000000E-02
6.7100000000000000E-07,2.9604214268852500E-19,1.9448895461035100E-02,2.2582185000000000E-02,2.6449615000000000E-02,2.9364495000000000E-02,3.0308690000000000E-02,3.5908905000000000E-02,4.0888915000000000E-02,5.0555795000000000E-02,3.9945695000000000E-02
6.7200000000000000E-07,2.9560160378571400E-19,1.9354817364041600E-02,2.2400820000000000E-02,2.6358580000000000E-02,2.9302520000000000E-02,3.0121330000000000E-02,3.5863980000000000E-02,4.0508690000000000E-02,5.0219650000000000E-02,3.8702000000000000E-02
6.7300000000000000E-07,2.9516237406240700E-19,1.9259657953736700E-02,2.2333060000000000E-02,2.6220390000000000E-02,2.9251845000000000E-02,3.0237565000000000E-02,3.5793850000000000E-02,4.0768265000000000E-02,4.9934105000000000E-02,3.8651015000000000E-02
6.7400000000000000E-07,2.9472444769139500E-19,1.9189313380740700E-02,2.2265300000000000E-02,2.6082200000000000E-02,2.9201170000000000E-02,3.0353800000000000E-02,3.5723720000000000E-02,4.1027840000000000E-02,4.9648560000000000E-02,3.8600030000000000E-02
6.7500000000000000E-07,2.9428781888000000E-19,1.9100237220579500E-02,2.2343290000000000E-02,2.6088755000000000E-02,2.9150860000000000E-02,3.0301050000000000E-02,3.5169805000000000E-02,4.0810305000000000E-02,4.9220245000000000E-02,3.9082575000000000E-02
6.7600000000000000E-07,2.9385248186982200E-19,1.9011610508049000E-02,2.2421280000000000E-02,2.6095310000000000E-02,2.9100550000000000E-02,3.0248300000000000E-02,3.4615890000000000E-02,4.0592770000000000E-02,4.8791930000000000E-02,3.9565120000000000E-02
6.7700000000000000E-07,2.9341843093648400E-19,1.8934074266764900E-02,2.2502735000000000E-02,2.6054160000000000E-02,2.9218120000000000E-02,3.0458400000000000E-02,3.4911930000000000E-02,4.0569010000000000E-02,4.8305780000000000E-02,3.8516270000000000E-02
6.7800000000000000E-07,2.9298566038938100E-19,1.8847233930201700E-02,2.2584190000000000E-02,2.6013010000000000E-02,2.9335690000000000E-02,3.0668500000000000E-02,3.5207970000000000E-02,4.0545250000000000E-02,4.7819630000000000E-02,3.7467420000000000E-02
6.7900000000000000E-07,2.9255416457142900E-19,1.8763570918307400E-02,2.2409040000000000E-02,2.5984970000000000E-02,2.9428105000000000E-02,3.0363630000000000E-02,3.5165055000000000E-02,4.0570840000000000E-02,4.7338905000000000E-02,3.7875305000000000E-02
6.8000000000000000E-07,2.9212393785882400E-19,1.8676528997210400E-02,2.2233890000000000E-02,2.5956930000000000E-02,2.9520520000000000E-02,3.0058760000000000E-02,3.5122140000000000E-02,4.0596430000000000E-02,4.6858180000000000E-02,3.8283190000000000E-02
6.8100000000000000E-07,2.9169497466079300E-19,1.8595308800000000E-02,2.1988780000000000E-02,2.5832755000000000E-02,2.9648120000000000E-02,3.0112785000000000E-02,3.5317370000000000E-02,4.0356960000000000E-02,4.7071435000000000E-02,3.8911410000000000E-02
6.8200000000000000E-07,2.9126726941935500E-19,1.8508840974681700E-02,2.1743670000000000E-02,2.5708580000000000E-02,2.9775720000000000E-02,3.0166810000000000E-02,3.5512600000000000E-02,4.0117490000000000E-02,4.7284690000000000E-02,3.9539630000000000E-02
6.8300000000000000E-07,2.9084081660907800E-19,1.8417406785453500E-02,2.2018185000000000E-02,2.6092390000000000E-02,2.9688770000000000E-02,3.0621020000000000E-02,3.5610305000000000E-02,4.0192440000000000E-02,4.7711200000000000E-02,3.8601850000000000E-02
6.8400000000000000E-07,2.9041561073684200E-19,1.8341314136874400E-02,2.2292700000000000E-02,2.6476200000000000E-02,2.9601820000000000E-02,3.1075230000000000E-02,3.5708010000000000E-02,4.0267390000000000E-02,4.8137710000000000E-02,3.7664070000000000E-02
6.8500000000000000E-07,2.8999164634160600E-19,1.8255815272356500E-02,2.1559385000000000E-02,2.5861710000000000E-02,2.9117135000000000E-02,3.0164990000000000E-02,3.4920700000000000E-02,3.9071870000000000E-02,4.7078665000000000E-02,3.8734780000000000E-02
6.8600000000000000E-07,2.8956891799416900E-19,1.8171116662787300E-02,2.0826070000000000E-02,2.5247220000000000E-02,2.8632450000000000E-02,2.9254750000000000E-02,3.4133390000000000E-02,3.7876350000000000E-02,4.6019620000000000E-02,3.9805490000000000E-02
6.8700000000000000E-07,2.8914742029694300E-19,1.8094426537790700E-02,2.0684705000000000E-02,2.4767820000000000E-02,2.8689140000000000E-02,2.8890760000000000E-02,3.3541120000000000E-02,3.7377305000000000E-02,4.5067205000000000E-02,3.9155415000000000E-02
6.8800000000000000E-07,2.8872714788372100E-19,1.8014290156658000E-02,2.0543340000000000E-02,2.4288420000000000E-02,2.8745830000000000E-02,2.8526770000000000E-02,3.2948850000000000E-02,3.6878260000000000E-02,4.4114790000000000E-02,3.8505340000000000E-02
6.8900000000000000E-07,2.8830809541944800E-19,1.7934017056948300E-02,2.0988260000000000E-02,2.4494525000000000E-02,2.8963475000000000E-02,2.8814540000000000E-02,3.3064090000000000E-02,3.7779470000000000E-02,4.5578655000000000E-02,4.0925355000000000E-02
6.9000000000000000E-07,2.8789025760000000E-19,1.7853863496240600E-02,2.1433180000000000E-02,2.4700630000000000E-02,2.9181120000000000E-02,2.9102310000000000E-02,3.3179330000000000E-02,3.8680680000000000E-02,4.7042520000000000E-02,4.3345370000000000E-02
6.9100000000000000E-07,2.8747362915195400E-19,1.7773824949436600E-02,2.1506235000000000E-02,2.4721750000000000E-02,2.8820565000000000E-02,2.9397720000000000E-02,3.3303335000000000E-02,3.8905525000000000E-02,4.8078070000000000E-02,4.6442770000000000E-02
6.9200000000000000E-07,2.8705820483237000E-19,1.7692260581026500E-02,2.1579290000000000E-02,2.4742870000000000E-02,2.8460010000000000E-02,2.9693130000000000E-02,3.3427340000000000E-02,3.9130370000000000E-02,4.9113620000000000E-02,4.9540170000000000E-02
6.9300000000000000E-07,2.8664397942857100E-19,1.7611290900187200E-02,2.1251445000000000E-02,2.4682970000000000E-02,2.8287205000000000E-02,2.9219095000000000E-02,3.3630240000000000E-02,3.9711675000000000E-02,5.0078685000000000E-02,5.2881570000000000E-02
6.9400000000000000E-07,2.8623094775792500E-19,1.7534385843035800E-02,2.0923600000000000E-02,2.4623070000000000E-02,2.8114400000000000E-02,2.8745060000000000E-02,3.3833140000000000E-02,4.0292980000000000E-02,5.1043750000000000E-02,5.6222970000000000E-02
6.9500000000000000E-07,2.8581910466762600E-19,1.7454811723147600E-02,2.0686165000000000E-02,2.4654025000000000E-02,2.8079040000000000E-02,2.8946425000000000E-02,3.3930665000000000E-02,4.0384380000000000E-02,5.1929300000000000E-02,5.6931310000000000E-02
6.9600000000000000E-07,2.8540844503448300E-19,1.7375341803184600E-02,2.0448730000000000E-02,2.4684980000000000E-02,2.8043680000000000E-02,2.9147790000000000E-02,3.4028190000000000E-02,4.0475780000000000E-02,5.2814850000000000E-02,5.7639650000000000E-02
6.9700000000000000E-07,2.8499896376470600E-19,1.7299091400343600E-02,2.0187185000000000E-02,2.4591940000000000E-02,2.7827495000000000E-02,2.9008450000000000E-02,3.3759905000000000E-02,4.0280185000000000E-02,5.2328700000000000E-02,6.0802605000000000E-02
6.9800000000000000E-07,2.8459065579369600E-19,1.7224670998283800E-02,1.9925640000000000E-02,2.4498900000000000E-02,2.7611310000000000E-02,2.8869110000000000E-02,3.3491620000000000E-02,4.0084590000000000E-02,5.1842550000000000E-02,6.3965560000000000E-02
6.9900000000000000E-07,2.8418351608583700E-19,1.7145543506493500E-02,1.9634140000000000E-02,2.4350875000000000E-02,2.7510325000000000E-02,2.8685390000000000E-02,3.3532350000000000E-02,3.9481350000000000E-02,5.2370265000000000E-02,6.5595290000000000E-02
7.0000000000000000E-07,2.8377753963428600E-19,1.7055818397033700E-02,1.9342640000000000E-02,2.4202850000000000E-02,2.7409340000000000E-02,2.8501670000000000E-02,3.3573080000000000E-02,3.8878110000000000E-02,5.2897980000000000E-02,6.7225020000000000E-02
7.0100000000000000E-07,2.8337272146077000E-19,1.6980529642806300E-02,1.9456430000000000E-02,2.4145130000000000E-02,2.7397855000000000E-02,2.8387435000000000E-02,3.3330915000000000E-02,3.9163275000000000E-02,5.3658830000000000E-02,7.0657470000000000E-02
7.0200000000000000E-07,2.8296905661538500E-19,1.6908855312766600E-02,1.9570220000000000E-02,2.4087410000000000E-02,2.7386370000000000E-02,2.8273200000000000E-02,3.3088750000000000E-02,3.9448440000000000E-02,5.4419680000000000E-02,7.4089920000000000E-02
7.0300000000000000E-07,2.8256654017638700E-19,1.6837652529829500E-02,1.9542275000000000E-02,2.3940845000000000E-02,2.7331865000000000E-02,2.8237000000000000E-02,3.3274480000000000E-02,3.9989530000000000E-02,5.5442580000000000E-02,7.3337880000000000E-02
7.0400000000000000E-07,2.8216516725000000E-19,1.6767441836995000E-02,1.9514330000000000E-02,2.3794280000000000E-02,2.7277360000000000E-02,2.8200800000000000E-02,3.3460210000000000E-02,4.0530620000000000E-02,5.6465480000000000E-02,7.2585840000000000E-02
7.0500000000000000E-07,2.8176493297021300E-19,1.6695156962186700E-02,1.9452595000000000E-02,2.3694140000000000E-02,2.7233070000000000E-02,2.8065100000000000E-02,3.3677725000000000E-02,4.0717080000000000E-02,5.6160055000000000E-02,6.8811055000000000E-02
7.0600000000000000E-07,2.8136583249858400E-19,1.6620108725268500E-02,1.9390860000000000E-02,2.3594000000000000E-02,2.7188780000000000E-02,2.7929400000000000E-02,3.3895240000000000E-02,4.0903540000000000E-02,5.5854630000000000E-02,6.5036270000000000E-02
7.0700000000000000E-07,2.8096786102404500E-19,1.6548247340485600E-02,1.9207305000000000E-02,2.3570875000000000E-02,2.7056445000000000E-02,2.7818075000000000E-02,3.3810680000000000E-02,4.0287500000000000E-02,5.5068480000000000E-02,6.0077880000000000E-02
7.0800000000000000E-07,2.8057101376271200E-19,1.6478177272086800E-02,1.9023750000000000E-02,2.3547750000000000E-02,2.6924110000000000E-02,2.7706750000000000E-02,3.3726120000000000E-02,3.9671460000000000E-02,5.4282330000000000E-02,5.5119490000000000E-02
7.0900000000000000E-07,2.8017528595768700E-19,1.6407943659394800E-02,1.9051695000000000E-02,2.3427400000000000E-02,2.6837520000000000E-02,2.7770600000000000E-02,3.3554085000000000E-02,3.9958455000000000E-02,5.3863050000000000E-02,5.2562905000000000E-02
7.1000000000000000E-07,2.7978067287887300E-19,1.6330044043869500E-02,1.9079640000000000E-02,2.3307050000000000E-02,2.6750930000000000E-02,2.7834450000000000E-02,3.3382050000000000E-02,4.0245450000000000E-02,5.3443770000000000E-02,5.0006320000000000E-02
7.1100000000000000E-07,2.7938716982278500E-19,1.6211184150996400E-02,1.9046580000000000E-02,2.3220205000000000E-02,2.6643570000000000E-02,2.7756230000000000E-02,3.3113220000000000E-02,3.9989530000000000E-02,5.2608825000000000E-02,4.9239715000000000E-02
7.1200000000000000E-07,2.7899477211236000E-19,1.6123668717409600E-02,1.9013520000000000E-02,2.3133360000000000E-02,2.6536210000000000E-02,2.7678010000000000E-02,3.2844390000000000E-02,3.9733610000000000E-02,5.1773880000000000E-02,4.8473110000000000E-02
7.1300000000000000E-07,2.7860347509677400E-19,1.6105579675433700E-02,1.8950690000000000E-02,2.3068540000000000E-02,2.5954550000000000E-02,2.7481920000000000E-02,3.2644045000000000E-02,3.9459410000000000E-02,5.1121465000000000E-02,4.6078585000000000E-02
7.1400000000000000E-07,2.7821327415126000E-19,1.6043283387840700E-02,1.8887860000000000E-02,2.3003720000000000E-02,2.5372890000000000E-02,2.7285830000000000E-02,3.2443700000000000E-02,3.9185210000000000E-02,5.0469050000000000E-02,4.3684060000000000E-02
7.1500000000000000E-07,2.7782416467692300E-19,1.5972551662943300E-02,1.8845855000000000E-02,2.3422305000000000E-02,2.4614230000000000E-02,2.7350225000000000E-02,3.3218775000000000E-02,3.9499625000000000E-02,5.1598575000000000E-02,4.5852790000000000E-02
7.1600000000000000E-07,2.7743614210055900E-19,1.5898439233556300E-02,1.8803850000000000E-02,2.3840890000000000E-02,2.3855570000000000E-02,2.7414620000000000E-02,3.3993850000000000E-02,3.9814040000000000E-02,5.2728100000000000E-02,4.8021520000000000E-02
7.1700000000000000E-07,2.7704920187447700E-19,1.5832317119587900E-02,1.8513995000000000E-02,2.3720540000000000E-02,2.4056445000000000E-02,2.6717930000000000E-02,3.4092835000000000E-02,3.9528875000000000E-02,5.3451000000000000E-02,5.0028175000000000E-02
7.1800000000000000E-07,2.7666333947632300E-19,1.5766157679911100E-02,1.8224140000000000E-02,2.3600190000000000E-02,2.4257320000000000E-02,2.6021240000000000E-02,3.4191820000000000E-02,3.9243710000000000E-02,5.4173900000000000E-02,5.2034830000000000E-02
7.1900000000000000E-07,2.7627855040890100E-19,1.5692454814712000E-02,1.8362215000000000E-02,2.3132265000000000E-02,2.4902050000000000E-02,2.5300720000000000E-02,3.3294750000000000E-02,3.8587450000000000E-02,5.2975695000000000E-02,5.3560770000000000E-02
7.2000000000000000E-07,2.7589483020000000E-19,1.5632872468108700E-02,1.8500290000000000E-02,2.2664340000000000E-02,2.5546780000000000E-02,2.4580200000000000E-02,3.2397680000000000E-02,3.7931190000000000E-02,5.1777490000000000E-02,5.5086710000000000E-02
7.2100000000000000E-07,2.7551217440221900E-19,1.5560856457237800E-02,1.8268700000000000E-02,2.2653960000000000E-02,2.5380725000000000E-02,2.5526460000000000E-02,3.2530815000000000E-02,3.7816025000000000E-02,5.2429905000000000E-02,5.8082140000000000E-02
7.2200000000000000E-07,2.7513057859279800E-19,1.5490766884158100E-02,1.8037110000000000E-02,2.2643580000000000E-02,2.5214670000000000E-02,2.6472720000000000E-02,3.2663950000000000E-02,3.7700860000000000E-02,5.3082320000000000E-02,6.1077570000000000E-02
7.2300000000000000E-07,2.7475003837344400E-19,1.5421713404225900E-02,1.7888255000000000E-02,2.2560190000000000E-02,2.4882185000000000E-02,2.6421605000000000E-02,3.2775535000000000E-02,3.8053670000000000E-02,5.3877510000000000E-02,6.4029290000000000E-02
7.2400000000000000E-07,2.7437054937016600E-19,1.5361612311190700E-02,1.7739400000000000E-02,2.2476800000000000E-02,2.4549700000000000E-02,2.6370490000000000E-02,3.2887120000000000E-02,3.8406480000000000E-02,5.4672700000000000E-02,6.6981010000000000E-02
7.2500000000000000E-07,2.7399210723310300E-19,1.5290860476387200E-02,1.7801680000000000E-02,2.2435835000000000E-02,2.4681310000000000E-02,2.6025605000000000E-02,3.2669975000000000E-02,3.8682510000000000E-02,5.4725105000000000E-02,7.0604660000000000E-02
7.2600000000000000E-07,2.7361470763636400E-19,1.5225554861225600E-02,1.7863960000000000E-02,2.2394870000000000E-02,2.4812920000000000E-02,2.5680720000000000E-02,3.2452830000000000E-02,3.8958540000000000E-02,5.4777510000000000E-02,7.4228310000000000E-02
7.2700000000000000E-07,2.7323834627785400E-19,1.5163899862731600E-02,1.7904690000000000E-02,2.2261230000000000E-02,2.4931585000000000E-02,2.5797680000000000E-02,3.2384345000000000E-02,3.9018860000000000E-02,5.5368480000000000E-02,7.8248915000000000E-02
7.2800000000000000E-07,2.7286301887912100E-19,1.5096661741634700E-02,1.7945420000000000E-02,2.2127590000000000E-02,2.5050250000000000E-02,2.5914640000000000E-02,3.2315860000000000E-02,3.9079180000000000E-02,5.5959450000000000E-02,8.2269520000000000E-02
7.2900000000000000E-07,2.7248872118518500E-19,1.5030209340358600E-02,1.7922045000000000E-02,2.1912200000000000E-02,2.5260965000000000E-02,2.5905180000000000E-02,3.2009590000000000E-02,3.9389945000000000E-02,5.6720300000000000E-02,8.5596360000000000E-02
7.3000000000000000E-07,2.7211544896438400E-19,1.4965271564337500E-02,1.7898670000000000E-02,2.1696810000000000E-02,2.5471680000000000E-02,2.5895720000000000E-02,3.1703320000000000E-02,3.9700710000000000E-02,5.7481150000000000E-02,8.8923200000000000E-02
7.3100000000000000E-07,2.7174319800820800E-19,1.4893114735764000E-02,1.7875290000000000E-02,2.1863040000000000E-02,2.5597090000000000E-02,2.5887175000000000E-02,3.1782400000000000E-02,3.9530705000000000E-02,5.7096210000000000E-02,9.2330155000000000E-02
7.3200000000000000E-07,2.7137196413114800E-19,1.4835660610687000E-02,1.7851910000000000E-02,2.2029270000000000E-02,2.5722500000000000E-02,2.5878630000000000E-02,3.1861480000000000E-02,3.9360700000000000E-02,5.6711270000000000E-02,9.5737110000000000E-02
7.3300000000000000E-07,2.7100174317053200E-19,1.4776138018521000E-02,1.7463245000000000E-02,2.1827355000000000E-02,2.5539855000000000E-02,2.6023060000000000E-02,3.1825685000000000E-02,3.9357040000000000E-02,5.6743800000000000E-02,9.7425115000000000E-02
7.3400000000000000E-07,2.7063253098637600E-19,1.4722221739603200E-02,1.7074580000000000E-02,2.1625440000000000E-02,2.5357210000000000E-02,2.6167490000000000E-02,3.1789890000000000E-02,3.9353380000000000E-02,5.6776330000000000E-02,9.9113120000000000E-02
7.3500000000000000E-07,2.7026432346122400E-19,1.4657735917730100E-02,1.7040245000000000E-02,2.1697720000000000E-02,2.5125715000000000E-02,2.6146750000000000E-02,3.1693460000000000E-02,3.8834230000000000E-02,5.6962475000000000E-02,1.0165511000000000E-01
7.3600000000000000E-07,2.6989711650000000E-19,1.4593323972602700E-02,1.7005910000000000E-02,2.1770000000000000E-02,2.4894220000000000E-02,2.6126010000000000E-02,3.1597030000000000E-02,3.8315080000000000E-02,5.7148620000000000E-02,1.0419710000000000E-01
7.3700000000000000E-07,2.6953090602985100E-19,1.4529645208446100E-02,1.6887740000000000E-02,2.1711190000000000E-02,2.4746570000000000E-02,2.5874075000000000E-02,3.1614195000000000E-02,3.8539920000000000E-02,5.7520910000000000E-02,1.0663900000000000E-01
7.3800000000000000E-07,2.6916568800000000E-19,1.4469235922920900E-02,1.6769570000000000E-02,2.1652380000000000E-02,2.4598920000000000E-02,2.5622140000000000E-02,3.1631360000000000E-02,3.8764760000000000E-02,5.7893200000000000E-02,1.0908090000000000E-01
7.3900000000000000E-07,2.6880145838159700E-19,1.4400618554640000E-02,1.6885000000000000E-02,2.1524020000000000E-02,2.4491555000000000E-02,2.5572845000000000E-02,3.1646885000000000E-02,3.8883585000000000E-02,5.7900430000000000E-02,1.0938315000000000E-01
7.4000000000000000E-07,2.6843821316756700E-19,1.4344473036268000E-02,1.7000430000000000E-02,2.1395660000000000E-02,2.4384190000000000E-02,2.5523550000000000E-02,3.1662410000000000E-02,3.9002410000000000E-02,5.7907660000000000E-02,1.0968540000000000E-01
7.4100000000000000E-07,2.6807594837247000E-19,1.4280496208754200E-02,1.7063990000000000E-02,2.1328295000000000E-02,2.4419005000000000E-02,2.5484625000000000E-02,3.1748430000000000E-02,3.9291235000000000E-02,5.8016095000000000E-02,1.1041195000000000E-01
7.4200000000000000E-07,2.6771466003234500E-19,1.4210040055159400E-02,1.7127550000000000E-02,2.1260930000000000E-02,2.4453820000000000E-02,2.5445700000000000E-02,3.1834450000000000E-02,3.9580060000000000E-02,5.8124530000000000E-02,1.1113850000000000E-01
7.4300000000000000E-07,2.6735434420457600E-19,1.4154185682062300E-02,1.6909655000000000E-02,2.1342860000000000E-02,2.4448355000000000E-02,2.5527190000000000E-02,3.1819290000000000E-02,3.9656835000000000E-02,5.8263690000000000E-02,1.1172485000000000E-01
7.4400000000000000E-07,2.6699499696774200E-19,1.4092916163133900E-02,1.6691760000000000E-02,2.1424790000000000E-02,2.4442890000000000E-02,2.5608680000000000E-02,3.1804130000000000E-02,3.9733610000000000E-02,5.8402850000000000E-02,1.1231120000000000E-01
7.4500000000000000E-07,2.6663661442147600E-19,1.4032244542409200E-02,1.6744360000000000E-02,2.1307535000000000E-02,2.4218315000000000E-02,2.5717640000000000E-02,3.1778015000000000E-02,3.9996845000000000E-02,5.8578150000000000E-02,1.1382440000000000E-01
7.4600000000000000E-07,2.6627919268632700E-19,1.3968278020861200E-02,1.6796960000000000E-02,2.1190280000000000E-02,2.3993740000000000E-02,2.5826600000000000E-02,3.1751900000000000E-02,4.0260080000000000E-02,5.8753450000000000E-02,1.1533760000000000E-01
7.4700000000000000E-07,2.6592272790361400E-19,1.3894248392785600E-02,1.6805910000000000E-02,2.1222510000000000E-02,2.3831875000000000E-02,2.5571390000000000E-02,3.1399790000000000E-02,4.0053510000000000E-02,5.8576340000000000E-02,1.1628085000000000E-01
7.4800000000000000E-07,2.6556721623529400E-19,1.3834041453550500E-02,1.6814860000000000E-02,2.1254740000000000E-02,2.3670010000000000E-02,2.5316180000000000E-02,3.1047680000000000E-02,3.9846940000000000E-02,5.8399230000000000E-02,1.1722410000000000E-01
7.4900000000000000E-07,2.6521265386381800E-19,1.3790795753296900E-02,1.6627105000000000E-02,2.1129290000000000E-02,2.3763520000000000E-02,2.5170115000000000E-02,3.1201635000000000E-02,3.9810380000000000E-02,5.8413690000000000E-02,1.1709660000000000E-01
7.5000000000000000E-07,2.6485903699200000E-19,1.3744447654025300E-02,1.6439350000000000E-02,2.1003840000000000E-02,2.3857030000000000E-02,2.5024050000000000E-02,3.1355590000000000E-02,3.9773820000000000E-02,5.8428150000000000E-02,1.1696910000000000E-01
7.5100000000000000E-07,2.6450636184287600E-19,1.3685020832114800E-02,1.6595875000000000E-02,2.0851445000000000E-02,2.4027645000000000E-02,2.4831230000000000E-02,3.1536940000000000E-02,3.9706185000000000E-02,5.8619715000000000E-02,1.1798335000000000E-01
7.5200000000000000E-07,2.6415462465957400E-19,1.3623493762271200E-02,1.6752400000000000E-02,2.0699050000000000E-02,2.4198260000000000E-02,2.4638410000000000E-02,3.1718290000000000E-02,3.9638550000000000E-02,5.8811280000000000E-02,1.1899760000000000E-01
7.5300000000000000E-07,2.6380382170517900E-19,1.3575116381230100E-02,1.6801530000000000E-02,2.0470370000000000E-02,2.4230345000000000E-02,2.4765925000000000E-02,3.1156160000000000E-02,3.9651345000000000E-02,5.9149235000000000E-02,1.2057635000000000E-01
7.5400000000000000E-07,2.6345394926259900E-19,1.3526548359592200E-02,1.6850660000000000E-02,2.0241690000000000E-02,2.4262430000000000E-02,2.4893440000000000E-02,3.0594030000000000E-02,3.9664140000000000E-02,5.9487190000000000E-02,1.2215510000000000E-01
7.5500000000000000E-07,2.6310500363443700E-19,1.3466314594344600E-02,1.7003165000000000E-02,2.0082010000000000E-02,2.2762250000000000E-02,2.4721720000000000E-02,3.0426010000000000E-02,3.9267465000000000E-02,5.9644420000000000E-02,1.2188380000000000E-01
7.5600000000000000E-07,2.6275698114285700E-19,1.3414067969637000E-02,1.7155670000000000E-02,1.9922330000000000E-02,2.1262070000000000E-02,2.4550000000000000E-02,3.0257990000000000E-02,3.8870790000000000E-02,5.9801650000000000E-02,1.2161250000000000E-01
7.5700000000000000E-07,2.6240987812945800E-19,1.3355516182249800E-02,1.5971050000000000E-02,2.0281560000000000E-02,1.8890950000000000E-02,2.5550105000000000E-02,3.0922030000000000E-02,3.8583790000000000E-02,6.2339015000000000E-02,1.1517370000000000E-01
7.5800000000000000E-07,2.6206369095514500E-19,1.3300890880494900E-02,1.4786430000000000E-02,2.0640790000000000E-02,1.6519830000000000E-02,2.6550210000000000E-02,3.1586070000000000E-02,3.8296790000000000E-02,6.4876380000000000E-02,1.0873490000000000E-01
7.5900000000000000E-07,2.6171841600000000E-19,1.3241893475345200E-02,1.3801435000000000E-02,1.9476805000000000E-02,1.6711045000000000E-02,2.4486885000000000E-02,2.9351785000000000E-02,3.6478655000000000E-02,6.1189605000000000E-02,1.0370913000000000E-01
7.6000000000000000E-07,2.6137404966315800E-19,1.3189917764644100E-02,1.2816440000000000E-02,1.8312820000000000E-02,1.6902260000000000E-02,2.2423560000000000E-02,2.7117500000000000E-02,3.4660520000000000E-02,5.7502830000000000E-02,9.8683360000000000E-02
7.6100000000000000E-07,2.6103058836268100E-19,1.3137499735220900E-02,1.4466255000000000E-02,1.7963055000000000E-02,1.9219605000000000E-02,2.1661750000000000E-02,2.6606685000000000E-02,3.4733095000000000E-02,5.5767880000000000E-02,1.0252368000000000E-01
7.6200000000000000E-07,2.6068802853543300E-19,1.3078257236773200E-02,1.6116070000000000E-02,1.7613290000000000E-02,2.1536950000000000E-02,2.0899940000000000E-02,2.6095870000000000E-02,3.4805670000000000E-02,5.4032930000000000E-02,1.0636400000000000E-01
7.6300000000000000E-07,2.6034636663695900E-19,1.3026484578754600E-02,1.5972695000000000E-02,1.8447180000000000E-02,2.2745295000000000E-02,2.2120510000000000E-02,2.7586675000000000E-02,3.5975410000000000E-02,5.4880525000000000E-02,9.7037230000000000E-02
7.6400000000000000E-07,2.6000559914136100E-19,1.2974767451313600E-02,1.5829320000000000E-02,1.9281070000000000E-02,2.3953640000000000E-02,2.3341080000000000E-02,2.9077480000000000E-02,3.7145150000000000E-02,5.5728120000000000E-02,8.7710460000000000E-02
